New_ID,STUDID,Course Selected,Nationality,School,Demographic Data,Age,Modes of Learning,Session,Difficulty Level,Course Recommended,Course Rating,field of interest
8350,2815,Game Development - Microsoft Arcade,Venezuela,Al Ashbal Intl School,Female,12,offline,24,2,Technology Innovative Learning,3,UNIQUE COURSES
8351,2815,Young Data Scientist,Venezuela,University of Wollongong,Female,9,offline,24,2,Python,3,UNIQUE COURSES
8352,2816,Artificial Intelligence for Non Programmers,Venezuela,Dubai College,Female,9,online,8,1,Technology Innovative Learning,3,STEM
8353,2816,Game Development,Venezuela,Dubai Scholars Private School,Female,8,online,8,1,Graphics Designing,5,STEM
8354,2816,Arduino,Malaysia,St. Mary Catholic High School-Dubai,Male,12,offline,24,2,3D Designing,5,STEM
8355,2816,STEM Jr,Malaysia,"Global Indian Inter. School, DXB",Male,9,offline,8,1,Python,3,STEM
8356,2816,Game Development - Block-Based,Malaysia,QIS,Male,10,hybrid,48,3,Coding for kids,3,STEM
8357,2817,Artificial Intelligence & Machine Learning,Malaysia,Lusk Community College,Male,8,online,24,2,Python,4,UNIQUE COURSES
8358,2817,Young Innovator,Iraq,almanar International school,Female,12,hybrid,48,3,Python,4,UNIQUE COURSES
8359,2817,Web Development,Iraq,Indian International School,Female,9,online,48,3,Technology Innovative Learning,3,UNIQUE COURSES
8360,2817,LEGO Robotics,Iraq,Ils,Female,8,offline,48,3,Robotics Innovative Learning,5,UNIQUE COURSES
8361,2817,Young Game Developer,Iraq,The Millenium School,Female,8,offline,96,4,Robotics Innovative Learning,4,UNIQUE COURSES
8362,2818,Microsoft Arcade,Poland,Al Ashbal Intl School,Female,12,online,96,4,Coding for kids,5,STEM
8363,2818,Robotics,Poland,Saad ebn abi waqas,Female,8,hybrid,24,2,Robotics Innovative Learning,3,STEM
8364,2819,Young Designer,Poland,Oaktree Primary School,Female,7,online,48,3,Technology Innovative Learning,4,ROBOTICS
8365,2819,Virtual Robotics & Mechatronics,Poland,Dubai College,Female,10,hybrid,48,3,Graphics Designing,3,ROBOTICS
8366,2820,Data Analysis with PythonData Science,Afghanistan,New Indian Model School,Female,12,hybrid,96,4,App Development,4,ARTIFICIAL INTELLIGENCE
8367,2820,Graphic Designing & Animation,Afghanistan,Al Eman Educational Est ( Al Eman private School ),Female,9,hybrid,24,2,Robotics Innovative Learning,4,ARTIFICIAL INTELLIGENCE
8368,2820,Tech Innovator,Afghanistan,St. Mary Catholic High School-Dubai,Female,9,offline,96,4,App Development,5,ARTIFICIAL INTELLIGENCE
8369,2820,Programming & Coding - Python/JAVA/HTML/C/C++,Afghanistan,"Indian Embassy School, Riyadh",Female,8,offline,24,2,Technology Innovative Learning,4,ARTIFICIAL INTELLIGENCE
8370,2820,Game and App Development,Srilanka,Victory Heights Primary School,Male,8,online,24,2,Robotics Innovative Learning,3,ARTIFICIAL INTELLIGENCE
8371,2821,Metaverse,Srilanka,GEMS Millennium Sharjah,Male,9,hybrid,24,2,Python,3,ROBOTICS
8372,2821,Coding For KidsCoding for kids,Srilanka,St Saviours School Ikoyi,Male,8,online,48,3,Coding for kids,5,ROBOTICS
8373,2822,Data Analysis with PythonData Science,Srilanka,DPS,Male,6,hybrid,8,1,Game Development,3,GAME DEVELOPMENT
8374,2822,JAVA,Iraq,Scuola Dei Bambini,Female,11,offline,24,2,App Development,5,GAME DEVELOPMENT
8375,2822,LEGO Robotics,Iraq,Lycee Theodore Monot,Female,8,offline,24,2,AI,3,GAME DEVELOPMENT
8376,2823,Virtual Robotics,Iraq,other,Female,9,hybrid,24,2,Graphics Designing,3,ELECTRONICS
8377,2823,Electronics for Kids,Iraq,Cambridge International School,Female,9,online,48,3,Coding for kids,5,ELECTRONICS
8378,2824,Young Data Scientist,UAE,Delhi Private School,Female,8,offline,24,2,Technology Innovative Learning,4,UNIQUE COURSES
8379,2824,Artificial Intelligence of Things (AIoT)Augmented & Virtual Reality,UAE,Dubai International Academy,Female,8,hybrid,48,3,Coding for kids,3,UNIQUE COURSES
8380,2825,Drone Technology & Aerodynamics,UAE,Global Indian International School L.L.C,Female,8,offline,48,3,3D Designing,5,ROBOTICS
8381,2825,Virtual Robotics & Mechatronics,UAE,Father Agnel School,Female,7,hybrid,8,1,Graphics Designing,3,ROBOTICS
8382,2825,Web Development,India,Al Diyafah High School,Male,6,online,96,4,3D Designing,4,ROBOTICS
8383,2826,Young Entrepreneur,India,St. Mary Catholic High School-Dubai,Male,9,offline,24,2,3D Designing,4,ROBOTICS
8384,2826,Coding For KidsCoding for kids,India,Secondary School,Male,9,offline,8,1,Robotics Innovative Learning,4,ROBOTICS
8385,2827,Web Development,India,Brilliance school,Male,8,online,48,3,Graphics Designing,4,CODING
8386,2827,Programming & Coding - Python/JAVA/HTML/C/C++,Uganda,DPS The gerdevn,Female,10,offline,8,1,AI,3,CODING
8387,2827,Young Game Developer,Uganda,Dubai International Academy,Female,6,offline,8,1,Technology Innovative Learning,5,CODING
8388,2827,Young App Developer,Uganda,Arab Unity School,Female,9,online,96,4,Robotics Innovative Learning,3,CODING
8389,2827,JAVA,Uganda,Icademy Middle East FZ.LLC,Female,9,hybrid,96,4,3D Designing,4,CODING
8390,2828,Robotics,Saudi Arabia,Springdales School LLC,Male,10,hybrid,48,3,Game Development,5,CODING
8391,2828,Metaverse,Saudi Arabia,Jbcn,Male,8,online,48,3,Game Development,3,CODING
8392,2829,Public Speaking & Entrepreneurship,Saudi Arabia,Kido,Male,8,online,48,3,Technology Innovative Learning,3,ROBOTICS
8393,2829,Young Designer,Saudi Arabia,The Kindergarten Starters,Male,10,hybrid,24,2,AI,5,ROBOTICS
8394,2830,Arduino,Armenia,GIIS,Female,12,hybrid,24,2,Python,3,CODING
8395,2830,3D Designing,Armenia,Chatrbhuj Narsi School,Female,10,online,48,3,Robotics Innovative Learning,3,CODING
8396,2830,3D Designing and PrintingApp Design and Development,Armenia,The winchester school jabal ali,Female,8,hybrid,48,3,AI,3,CODING
8397,2831,Space STEM,Armenia,Don Bosco School,Female,7,hybrid,24,2,Robotics Innovative Learning,5,CODING
8398,2831,Microsoft Arcade,Oman,"NES International school, mulund west",Male,6,hybrid,48,3,Python,3,CODING
8399,2832,Electronics for Kids,Oman,Gems Cambridge International Abu Dhabi,Male,10,hybrid,24,2,Robotics Innovative Learning,3,STEM
8400,2832,Young App Developer,Oman,GIIS,Male,10,offline,8,1,Python,5,STEM
8401,2833,Artificial Intelligence for Non Programmers,Oman,Don Bosco School,Male,7,online,8,1,3D Designing,4,GAME DEVELOPMENT
8402,2834,Graphic Designing,Kuwait,GEMS Jumeirah Primary School,Female,9,hybrid,24,2,3D Designing,5,CODING
8403,2835,Young Game Developer,Kuwait,Emirates International School (Meadows),Female,8,online,48,3,3D Designing,3,CODING
8404,2835,Internet of Things,Kuwait,Kings school Dubai,Female,9,offline,24,2,Game Development,4,CODING
8405,2835,Technology Innovative Learning,Kuwait,"GEMS Cambridge School, Sharjah",Female,7,offline,24,2,Python,4,CODING
8406,2835,Game and App Development,Taiwan,Kido,Female,9,online,48,3,Graphics Designing,4,CODING
8407,2835,Virtual Robotics & Mechatronics,Taiwan,Horizon International School - LLC,Female,9,offline,48,3,Graphics Designing,4,CODING
8408,2836,3D Designing and PrintingApp Design and Development,Taiwan,Gems FirstPoint School,Female,9,hybrid,24,2,Coding for kids,5,ROBOTICS
8409,2836,Young App Developer,Taiwan,Army Public School,Female,7,hybrid,48,3,Robotics Innovative Learning,3,ROBOTICS
8410,2837,French Language Course,Nigeria,Dubai Scholars Private School,Male,6,offline,48,3,Game Development,5,CODING
8411,2837,Young Game Developer,Nigeria,Dubai National School,Male,8,offline,24,2,App Development,3,CODING
8412,2837,3D Designing and PrintingApp Design and Development,Nigeria,Coursetakers,Male,8,online,96,4,Technology Innovative Learning,5,CODING
8413,2838,LEGO Robotics,Nigeria,DPS,Male,7,offline,48,3,3D Designing,4,ELECTRONICS
8414,2839,Game and App Development,Srilanka,Suchitran,Male,9,offline,96,4,3D Designing,3,UNIQUE COURSES
8415,2839,Robotics,Srilanka,Coursetakers,Male,9,offline,8,1,AI,5,UNIQUE COURSES
8416,2839,Game Development with Unity,Srilanka,Emirates International School (Meadows),Male,8,online,8,1,3D Designing,3,UNIQUE COURSES
8417,2839,Space STEM,Srilanka,D.t.e.a,Male,8,hybrid,48,3,Game Development,3,UNIQUE COURSES
8418,2840,Virtual Robotics & Mechatronics,USA,KES,Female,8,hybrid,24,2,App Development,4,ARTIFICIAL INTELLIGENCE
8419,2840,Coding For KidsCoding for kids,USA,Colaiste Eoin,Female,9,online,24,2,Graphics Designing,5,ARTIFICIAL INTELLIGENCE
8420,2840,Microsoft Arcade,USA,Emirates International School (Meadows),Female,8,online,24,2,Game Development,3,ARTIFICIAL INTELLIGENCE
8421,2841,App Development,USA,Delhi Private School,Female,10,hybrid,48,3,Python,3,GAME DEVELOPMENT
8422,2841,Python Programming,China,The Indian High School-Branch,Female,9,offline,24,2,3D Designing,5,GAME DEVELOPMENT
8423,2842,Young App Developer,China,GEMS Jumeirah Primary School,Female,8,offline,24,2,AI,3,ELECTRONICS
8424,2842,Web Development,China,Amity School L.L.C,Female,9,online,48,3,Python,4,ELECTRONICS
8425,2842,VEX Robotics,China,Holi child auxillianlm,Female,10,offline,48,3,Coding for kids,4,ELECTRONICS
8426,2842,Technology Innovative Learning,Egypt,Abdul Rahman Kanoo International,Female,11,hybrid,96,4,3D Designing,3,ELECTRONICS
8427,2843,Arduino,Egypt,Al Ansar International School,Female,10,online,48,3,App Development,3,ROBOTICS
8428,2843,App Development,Egypt,Uptown School,Female,8,hybrid,48,3,App Development,5,ROBOTICS
8429,2844,Python Programming,Egypt,Delhi Private School,Female,7,online,24,2,Game Development,4,ELECTRONICS
8430,2844,HTML Programming,Oman,The Aquila School,Female,6,hybrid,8,1,Python,3,ELECTRONICS
8431,2844,Virtual Robotics,Oman,International school of Choueifat,Female,6,offline,48,3,Graphics Designing,3,ELECTRONICS
8432,2845,Young Data Scientist,Oman,Inb Al Haitham government school,Female,10,offline,48,3,Graphics Designing,4,ARTIFICIAL INTELLIGENCE
8433,2845,Young Entrepreneur,Oman,Holi child auxilliam,Female,10,offline,48,3,3D Designing,3,ARTIFICIAL INTELLIGENCE
8434,2846,Electronics for Kids,Jordan,Kings College Doha,Female,8,online,48,3,3D Designing,5,ARTIFICIAL INTELLIGENCE
8435,2847,JAVA,Jordan,Cambridge International School Private,Female,7,hybrid,24,2,Robotics Innovative Learning,4,GAME DEVELOPMENT
8436,2847,Game Development - Microsoft Arcade,Jordan,Raffles World Academy,Female,8,hybrid,24,2,App Development,3,GAME DEVELOPMENT
8437,2848,Young Product Designer,Jordan,Al Adab Iranian Private School for Girls,Female,12,online,96,4,Technology Innovative Learning,5,CODING
8438,2848,3D Designing,Taiwan,Al Naseem International School,Male,6,hybrid,96,4,Coding for kids,5,CODING
8439,2849,Young Game Developer,Taiwan,Ils,Male,10,hybrid,48,3,Python,4,CODING
8440,2850,Young Web Developer,Taiwan,Ruth Thompson Middle School,Male,9,offline,8,1,3D Designing,3,UNIQUE COURSES
8441,2850,Young Coder,Taiwan,Bateen w,Male,8,online,8,1,Graphics Designing,3,UNIQUE COURSES
8442,2850,Artificial Intelligence,Venezuela,Bateen w,Male,10,offline,8,1,Coding for kids,3,UNIQUE COURSES
8443,2851,Tech Innovator,Venezuela,Al Amana private school,Male,8,hybrid,8,1,Python,5,GAME DEVELOPMENT
8444,2851,App Development,Venezuela,Gulf Asian English school,Male,8,hybrid,48,3,AI,4,GAME DEVELOPMENT
8445,2851,3D Designing and PrintingApp Design and Development,Venezuela,Army Public School,Male,10,hybrid,96,4,Technology Innovative Learning,5,GAME DEVELOPMENT
8446,2851,Game Development - Block-Based,Switzerland,Dubai English Speaking School,Female,13,online,48,3,App Development,3,GAME DEVELOPMENT
8447,2852,HTML Programming,Switzerland,Bright Rider's School,Female,8,offline,8,1,Coding for kids,3,ARTIFICIAL INTELLIGENCE
8448,2852,Young Game Developer,Switzerland,Children academy,Female,8,offline,8,1,3D Designing,4,ARTIFICIAL INTELLIGENCE
8449,2852,C++ Programming,Switzerland,Cambridge International School,Female,9,offline,48,3,3D Designing,3,ARTIFICIAL INTELLIGENCE
8450,2852,LEGO Robotics,USA,In Phillipines,Female,7,offline,24,2,3D Designing,4,ARTIFICIAL INTELLIGENCE
8451,2852,Python Programming,USA,SJCK Sin Ming,Female,10,offline,48,3,3D Designing,3,ARTIFICIAL INTELLIGENCE
8452,2853,3D Designing,USA,Ils,Female,10,offline,24,2,App Development,3,GAME DEVELOPMENT
8453,2853,Drone Technology & Aerodynamics,USA,Victory Heights Primary School,Female,7,offline,24,2,Coding for kids,4,GAME DEVELOPMENT
8454,2854,Young Game Developer,Malaysia,New millennium school Bahrain,Female,12,hybrid,48,3,Robotics Innovative Learning,4,DESIGNING AND ANIMATION
8455,2854,Virtual Robotics,Malaysia,The Indian International School (DSO Branch),Female,8,online,48,3,App Development,3,DESIGNING AND ANIMATION
8456,2854,Virtual Robotics & Mechatronics,Malaysia,Al Rowad international,Female,8,hybrid,48,3,App Development,3,DESIGNING AND ANIMATION
8457,2854,Electronics for Kids,Malaysia,Apeejay school,Female,8,offline,48,3,Technology Innovative Learning,5,DESIGNING AND ANIMATION
8458,2855,HTML Programming,India,Vibgyor,Female,9,offline,8,1,3D Designing,5,STEM
8459,2855,Young Game Developer,India,Belvedere British School,Female,9,hybrid,96,4,Graphics Designing,5,STEM
8460,2855,French Language Course,India,Alshola private school,Female,8,offline,24,2,Coding for kids,3,STEM
8461,2855,3D Designing and PrintingApp Design and Development,India,Cambridge International School,Female,9,offline,24,2,3D Designing,4,STEM
8462,2855,Scratch Coding,India,Ambassador International Academy,Female,6,online,24,2,Game Development,3,STEM
8463,2856,Game Development - Microsoft Arcade,India,Dubai Scholars Private School,Female,9,hybrid,48,3,App Development,4,ARTIFICIAL INTELLIGENCE
8464,2856,French Language Course,India,Al Watania,Female,8,hybrid,96,4,AI,3,ARTIFICIAL INTELLIGENCE
8465,2856,Internet of Things,India,Indian school bahrain,Female,10,online,48,3,3D Designing,5,ARTIFICIAL INTELLIGENCE
8466,2856,Virtual Robotics & Mechatronics,United Arab Emirates,English Language Private School,Female,9,offline,48,3,Coding for kids,4,ARTIFICIAL INTELLIGENCE
8467,2857,Young Innovator,United Arab Emirates,Homeschool Global Middle east,Female,9,online,48,3,Graphics Designing,3,ELECTRONICS
8468,2857,Coding For KidsCoding for kids,United Arab Emirates,New Indian Model School,Female,10,hybrid,48,3,Game Development,4,ELECTRONICS
8469,2857,Drone Technology & Aerodynamics,United Arab Emirates,"GEMS Cambridge School, Sharjah",Female,7,offline,24,2,Technology Innovative Learning,3,ELECTRONICS
8470,2857,Tech Innovator,Bosnia and Herzegovina,QIS,Male,9,offline,48,3,AI,3,ELECTRONICS
8471,2857,Young Designer,Bosnia and Herzegovina,JHS,Male,8,online,48,3,Coding for kids,3,ELECTRONICS
8472,2858,Game Development,Bosnia and Herzegovina,Bright Rider's School,Male,8,offline,96,4,Technology Innovative Learning,3,CODING
8473,2858,Game Development - Block-Based,Bosnia and Herzegovina,Cambridge International School,Male,9,hybrid,48,3,Technology Innovative Learning,3,CODING
8474,2858,Electronics for Kids,Uruguay,GEMS Wellington Academy,Female,10,online,48,3,Python,4,CODING
8475,2858,Virtual Robotics,Uruguay,"International Indian School, Jeddah",Female,9,hybrid,96,4,Game Development,4,CODING
8476,2859,Game Development - Microsoft Arcade,Uruguay,Mayoor Pvt School,Female,8,hybrid,48,3,Python,4,ROBOTICS
8477,2859,Young Designer,Uruguay,Cambridge International School,Female,8,hybrid,8,1,Technology Innovative Learning,5,ROBOTICS
8478,2859,App Development,Armenia,Learning Oasis International School,Male,8,online,48,3,AI,4,ROBOTICS
8479,2859,Drone Technology & Aerodynamics,Armenia,GEMS Our Own English High School,Male,9,hybrid,24,2,Python,4,ROBOTICS
8480,2859,Young Entrepreneur,Armenia,Mayoor Pvt School,Male,8,online,24,2,Graphics Designing,3,ROBOTICS
8481,2860,STEM Jr,Armenia,Cambridge International School Private,Male,9,online,96,4,Technology Innovative Learning,4,STEM
8482,2861,Young Product Designer,Pakistan,Heritage,Male,6,online,48,3,3D Designing,3,CODING
8483,2861,French Language Course,Pakistan,Ambassador School L.L.C,Male,8,online,48,3,3D Designing,5,CODING
8484,2861,3D Designing and PrintingApp Design and Development,Pakistan,Millennium School SHJ,Male,8,hybrid,8,1,App Development,4,CODING
8485,2861,JAVA,Pakistan,"DPS, Jeslselulic",Male,10,online,48,3,AI,5,CODING
8486,2861,3D Designing & Modelling,Poland,The Sultan School,Male,10,offline,48,3,Technology Innovative Learning,4,CODING
8487,2862,Design Thinking and Entrepreneur Program,Poland,Arab Unity School,Male,10,hybrid,8,1,Technology Innovative Learning,5,GAME DEVELOPMENT
8488,2862,Scratch Coding,Poland,MAHE Dubai,Male,10,online,48,3,Python,3,GAME DEVELOPMENT
8489,2862,Young Product Designer,Poland,Children academy,Male,10,hybrid,24,2,Game Development,3,GAME DEVELOPMENT
8490,2862,Game Development,Russia,JSSIS,Female,11,hybrid,96,4,Technology Innovative Learning,4,GAME DEVELOPMENT
8491,2862,Young Web Developer,Russia,Sharjah Indian school,Female,9,offline,24,2,Graphics Designing,4,GAME DEVELOPMENT
8492,2863,Graphic Designing & Animation,Russia,Homeschool Global Middle east,Female,10,hybrid,8,1,Robotics Innovative Learning,3,GAME DEVELOPMENT
8493,2863,Game Development,Russia,GEMS Our Own Indian School,Female,10,hybrid,24,2,3D Designing,4,GAME DEVELOPMENT
8494,2863,Drone Technology,Ireland,Safa British School,Male,13,hybrid,96,4,Robotics Innovative Learning,4,GAME DEVELOPMENT
8495,2863,Young App Developer,Ireland,Indian International School,Male,8,online,48,3,Coding for kids,4,GAME DEVELOPMENT
8496,2864,Artificial Intelligence,Ireland,KES,Male,10,offline,48,3,Game Development,3,ROBOTICS
8497,2864,Game Development - Microsoft Arcade,Ireland,GIIS,Male,10,online,48,3,Technology Innovative Learning,3,ROBOTICS
8498,2864,Artificial Intelligence of Things (AIoT)Augmented & Virtual Reality,New Zealand,Rosary School,Male,9,offline,8,1,Python,5,ROBOTICS
8499,2864,Technology Innovative Learning,New Zealand,Dubai College,Male,8,hybrid,48,3,AI,4,ROBOTICS
8500,2864,Coding For KidsCoding for kids,New Zealand,New Indian Model School,Male,9,hybrid,24,2,Python,3,ROBOTICS
8501,2865,Young Designer,New Zealand,Gems Cambridge International Abu Dhabi,Male,10,online,48,3,Coding for kids,5,DESIGNING AND ANIMATION
8502,2865,Space STEM,Uruguay,Avah Unity,Male,12,hybrid,48,3,Robotics Innovative Learning,4,DESIGNING AND ANIMATION
8503,2865,Virtual Robotics & Mechatronics,Uruguay,Indian High School,Male,6,offline,24,2,Graphics Designing,4,DESIGNING AND ANIMATION
8504,2866,Young Data Scientist,Uruguay,American School of Creative Sciences,Male,9,offline,48,3,Coding for kids,5,DESIGNING AND ANIMATION
