Student Name,Student_ID,Previous Course selected,Course Selected,Nationality,School,Demographic Data,Age,Modes of Learning,Session,Field of Interest,Difficulty Level,Course Recommended,Course Rating
student 9531,58044,VEX Robotics,3D Designing & Modelling,United Arab Emirates,"GEMS Cambridge School, Sharjah",Male,8.0,hybrid,48,Music,3,Robotics Innovative Learning,5
student 9532,62997,Young Coder,3D Designing & Modelling,Jordan,Wesgreen International School,Male,10.0,offline,48,Mathematics,3,AI,5
student 9533,32459,Arduino,STEM Jr,United Arab Emirates,"GEMS Cambridge School, Sharjah",Female,8.0,hybrid,48,Sports,3,Game Development,4
student 9534,51360,App Design and Development,STEM Jr,United Arab Emirates,Cambridge International School,Female,9.0,online,48,Sports,3,Graphics Designing,3
student 9535,25539,App Development,3D Designing & Modelling,United Arab Emirates,Cambridge International School,Male,6.0,offline,48,Sports,3,3D Designing,3
student 9536,86624,Electronics Program,3D Designing & Modelling,United Arab Emirates,Cambridge International School,Male,8.0,hybrid,48,Science,3,Coding for kids,5
student 9537,76129,C++ Programming,3D Designing & Modelling,United Arab Emirates,"GEMS Cambridge School, Sharjah",Male,8.0,offline,48,Art,3,Game Development,5
student 9538,69505,Python Programming,Game Development - Microsoft Arcade,United Arab Emirates,"GEMS Cambridge School, Sharjah",Male,6.0,hybrid,96,Science,4,App Development,3
student 9539,64359,Game Development - Microsoft Arcade,3D Designing & Modelling,United Arab Emirates,"GEMS Cambridge School, Sharjah",Female,8.0,offline,48,Music,3,3D Designing,5
student 9540,78626,Space STEM,3D Designing & Modelling,United Arab Emirates,"GEMS Cambridge School, Sharjah",Male,8.0,offline,48,Science,3,Graphics Designing,5
student 9541,17789,Technology Innovative Learning,3D Designing & Modelling,United Arab Emirates,"GEMS Cambridge School, Sharjah",Male,8.0,offline,48,Art,3,Python,5
student 9542,42427,Scratch Coding,STEM Jr,United Arab Emirates,Cambridge International School,Male,9.0,online,24,Mathematics,2,Game Development,3
student 9543,42893,STEM Jr,STEM Jr,United Arab Emirates,Cambridge International School Private,Male,6.0,hybrid,24,Science,2,Python,5
student 9544,56392,Arduino,3D Designing & Modelling,United Arab Emirates,Cambridge International School Private,Male,8.0,online,24,Mathematics,2,Game Development,3
student 9545,14122,Young App Developer,3D Designing & Modelling,United Arab Emirates,Cambridge International School Private,Male,8.0,online,24,Mathematics,2,Graphics Designing,5
student 9546,13813,French Language Course,STEM Jr,United Arab Emirates,Cambridge International School,Female,8.0,online,24,Art,2,Python,3
student 9547,63522,Young Data Scientist,3D Designing & Modelling,United Arab Emirates,Cambridge International School,Male,8.0,hybrid,24,Mathematics,2,Technology Innovative Learning,3
student 9548,69597,Metaverse,STEM Jr,United Arab Emirates,Cambridge International School,Male,12.0,offline,8,Music,1,Robotics Innovative Learning,4
student 9549,60531,VEX Robotics,3D Designing & Modelling,United Arab Emirates,Cambridge International School,Female,8.0,hybrid,48,Technology,3,Game Development,4
student 9550,41044,Space STEM,3D Designing & Modelling,United Arab Emirates,Cambridge International School,Female,8.0,offline,96,Science,4,Graphics Designing,4
student 9551,77943,Young Web Developer,STEM Jr,United Arab Emirates,Cambridge International School,Female,7.0,online,24,Technology,2,Game Development,3
student 9552,29883,Young App Developer,3D Designing & Modelling,Canada,Cambridge International School Private,Female,8.0,offline,24,Art,2,Technology Innovative Learning,3
student 9553,31367,Young Data Scientist,Game Development - Microsoft Arcade,Malaysia,Cambridge International School,Male,6.0,offline,24,Technology,2,Graphics Designing,4
student 9554,83983,STEM Jr,Game Development - Microsoft Arcade,UAE,Indian school darsait,Male,11.0,offline,48,Mathematics,3,Game Development,3
student 9555,40773,Design Thinking and Entrepreneur Program,Game Development - Microsoft Arcade,Armenia,St. Mary Catholic High School-Dubai,Male,11.0,online,48,Music,3,Python,4
student 9556,30264,French Language Course,3D Designing & Modelling,Cuba,Cambridge International School,Female,8.0,online,24,Sports,2,3D Designing,4
student 9557,12336,STEM Jr,STEM Jr,Ukraine,Ils,Male,8.0,online,8,Mathematics,1,AI,5
student 9558,30231,C Programming,3D Designing & Modelling,India,Indian school darsait,Male,8.0,online,48,Technology,3,App Development,4
student 9559,16840,Virtual Robotics,STEM Jr,Srilanka,ISGi,Female,7.0,hybrid,48,Technology,3,Python,3
student 9560,65722,STEM Jr,3D Designing & Modelling,Canada,Cambridge International School Private,Male,8.0,online,48,Technology,3,3D Designing,4
student 9561,25442,HTML Programming,3D Designing & Modelling,New Zealand,Dubai International Academy,Male,10.0,hybrid,48,Music,3,App Development,3
student 9562,67207,Internet of Things,STEM Jr,Malaysia,Cambridge International School Private,Female,8.0,hybrid,24,Sports,2,3D Designing,4
student 9563,44809,Graphic Designing & Animation,3D Designing & Modelling,Jordan,Cambridge International School,Female,8.0,online,48,Mathematics,3,3D Designing,3
student 9564,65189,Young Product Designer,Technology Innovative Learning,Nigeria,Ruth Thompson Middle School,Male,10.0,offline,48,Sports,3,Technology Innovative Learning,3
student 9565,76541,Game Development - Block-Based,STEM Jr,United Arab Emirates,Cambridge International School,Male,11.0,offline,96,Art,4,Robotics Innovative Learning,4
student 9566,62068,Design Thinking and Entrepreneur Program,Technology Innovative Learning,Uganda,Not Specified,Male,10.0,hybrid,24,Music,2,Robotics Innovative Learning,4
student 9568,15597,Drone Technology,STEM Jr,Pakistan,Cambridge International School,Female,10.0,hybrid,24,Science,2,Graphics Designing,3
student 9569,58116,Young Product Designer,3D Designing & Modelling,Saudi Arabia,Cambridge International School,Female,8.0,offline,96,Music,4,Coding for kids,3
student 9570,27469,App Design and Development,3D Designing & Modelling,KSA,Cambridge International School Private,Female,8.0,hybrid,8,Music,1,Robotics Innovative Learning,3
student 9571,94245,Data Science,Drone Technology,Oman,Cambridge International School,Male,7.0,online,48,Science,3,Coding for kids,4
student 9572,29050,3D Designing,STEM Jr,Turkey,Cambridge International School,Female,8.0,offline,48,Art,3,Technology Innovative Learning,4
student 9573,97619,Young Data Scientist,3D Designing & Modelling,Cook Islands,Cambridge International School Private,Female,8.0,offline,8,Music,1,AI,4
student 9574,23688,3D Designing & Modelling,3D Designing & Modelling,Egypt,Cambridge International School Private,Male,8.0,hybrid,96,Art,4,Python,3
student 9575,84317,Electronics Program,Scratch Coding,Palestine,Cambridge International School Private,Male,7.0,online,24,Technology,2,Coding for kids,3
student 9576,44095,Arduino,3D Designing & Modelling,Srilanka,GEMS Heritage  Indian School,Female,7.0,hybrid,48,Music,3,Coding for kids,4
student 9577,54530,Game Development - Microsoft Arcade,STEM Jr,United Arab Emirates,Li Englisto,Female,11.0,online,96,Technology,4,Graphics Designing,5
student 9578,70672,Artificial Intelligence,C Programming,UAE,Chinese school Dubai,Male,7.0,hybrid,8,Science,1,Graphics Designing,3
student 9579,86092,Data Science,3D Designing & Modelling,IndiaSpain,Aws,Male,6.0,offline,48,Music,3,Python,4
student 9580,43310,Artificial Intelligence for Non Programmers,3D Designing & Modelling,Uganda,Cambridge International School Private,Male,8.0,offline,96,Sports,4,Python,5
student 9581,74109,Space STEM,3D Designing & Modelling,Saudi Arabia,Cambridge International School Private,Female,8.0,online,48,Art,3,3D Designing,3
student 9582,43999,3D Designing,3D Designing & Modelling,Canada,Cambridge International School Private,Male,8.0,online,24,Mathematics,2,Coding for kids,4
student 9583,53731,Scratch Coding,3D Designing & Modelling,China,Cambridge International School Private,Female,8.0,hybrid,24,Mathematics,2,3D Designing,3
student 9584,28009,HTML Programming,3D Designing & Modelling,Korea,Aws,Female,8.0,hybrid,24,Mathematics,2,Coding for kids,5
student 9585,33399,Data Analysis with Python,3D Designing & Modelling,Qatar,Cambridge International School Private,Male,8.0,online,24,Sports,2,Graphics Designing,4
student 9586,78785,Graphic Designing,STEM Jr,Cook Islands,Gems Founders,Male,12.0,hybrid,8,Sports,1,Game Development,3
student 9587,14119,3D Designing and Printing,3D Designing & Modelling,Cook Islands,Cambridge International School Private,Male,8.0,online,24,Sports,2,App Development,4
student 9588,19095,Young Web Developer,3D Designing & Modelling,New Zealand,Cambridge International School Private,Male,8.0,offline,48,Sports,3,3D Designing,3
student 9590,83684,Virtual Robotics & Mechatronics,3D Designing & Modelling,United Arab Emirates,Cambridge International School Private,Male,8.0,offline,48,Art,3,Coding for kids,3
student 9591,23983,Game Development with Unity,3D Designing & Modelling,India,Cambridge International School Private,Female,8.0,online,24,Sports,2,AI,4
student 9592,15903,STEM Jr,3D Designing & Modelling,China,Cambridge International School Private,Male,8.0,online,48,Technology,3,Technology Innovative Learning,5
student 9593,12890,Virtual Robotics & Mechatronics,3D Designing & Modelling,India,Cambridge International School Private,Male,8.0,hybrid,8,Music,1,Python,3
student 9594,89250,C++ Programming,3D Designing & Modelling,Pakistan,Cambridge International School,Female,6.0,online,48,Technology,3,Graphics Designing,5
student 9595,30371,Game Development - Block-Based,STEM Jr,Egypt,Father Agnel School,Male,7.0,hybrid,8,Mathematics,1,Graphics Designing,4
student 9597,88341,Game Development - Block-Based,Game Development - Microsoft Arcade,Turkey,Wellington International School,Female,9.0,online,96,Art,4,Technology Innovative Learning,4
student 9598,13963,Young Designer,3D Designing & Modelling,Egypt,Cambridge International School Private,Male,8.0,offline,48,Art,3,Technology Innovative Learning,4
student 9599,45480,JAVA,3D Designing & Modelling,Srilanka,Cambridge International School Private,Female,8.0,hybrid,8,Sports,1,Technology Innovative Learning,5
student 9600,20022,Robotics,Internet of Things,Bahrain,SJKT ALOR GAJAH,Male,8.0,hybrid,24,Technology,2,App Development,3
student 9601,17042,STEM Sr,3D Designing & Modelling,Cameroon,Cambridge International School Private,Female,8.0,hybrid,48,Science,3,Coding for kids,5
student 9604,74558,Design Thinking and Entrepreneur Program,3D Designing & Modelling,Srilanka,Cambridge International School Private,Male,8.0,hybrid,8,Mathematics,1,Game Development,4
student 9605,33914,JAVA,3D Designing & Modelling,United States,Cambridge International School Private,Male,8.0,hybrid,48,Science,3,Game Development,3
student 9606,39591,STEM Jr,Technology Innovative Learning,Russia,Sacred heart school,Female,10.0,hybrid,96,Mathematics,4,3D Designing,5
student 9607,90328,C++ Programming,3D Designing & Modelling,Canada,Cambridge International School Private,Male,8.0,hybrid,24,Technology,2,Coding for kids,4
student 9608,13086,Data Science,3D Designing & Modelling,Saudi Arabia,Cambridge International School Private,Male,6.0,online,48,Science,3,AI,3
student 9609,15498,C Programming,STEM Jr,Syria,The Winchester School,Male,10.0,online,48,Technology,3,3D Designing,5
student 9610,83493,Artificial Intelligence for Non Programmers,3D Designing & Modelling,India,Cambridge International School,Female,8.0,online,48,Mathematics,3,Game Development,4
student 9611,95698,Robotics,3D Designing & Modelling,Cuba,Cambridge International School Private,Female,8.0,hybrid,48,Mathematics,3,Coding for kids,3
student 9612,48896,Game Development with Unity,3D Designing & Modelling,KSA,Cambridge International School Private,Male,8.0,hybrid,24,Science,2,Game Development,5
student 9613,23157,Drone Technology & Aerodynamics,3D Designing & Modelling,Ireland,Cambridge International School Private,Male,8.0,online,48,Sports,3,Python,5
student 9614,83959,HTML Programming,3D Designing & Modelling,Singapore,Cambridge International School Private,Male,8.0,hybrid,8,Mathematics,1,Coding for kids,4
student 9615,14689,Public Speaking & Entrepreneurship,3D Designing & Modelling,Korea,Cambridge International School Private,Male,8.0,offline,24,Music,2,Game Development,3
student 9616,42351,Robotics,3D Designing & Modelling,USA,Cambridge International School Private,Male,8.0,online,24,Technology,2,Robotics Innovative Learning,3
student 9617,21939,Web Development,3D Designing & Modelling,Cameroon,Cambridge International School Private,Male,8.0,hybrid,48,Science,3,Coding for kids,3
student 9618,81984,Artificial Intelligence & Machine Learning,STEM Jr,Taiwan,AUH,Male,13.0,hybrid,24,Music,2,3D Designing,4
student 9619,75702,Young Designer,STEM Jr,Afghanistan,Cambridge International School Private,Female,6.0,hybrid,48,Art,3,Python,3
student 9620,10633,Internet of Things,3D Designing & Modelling,Taiwan,Cambridge International School Private,Male,8.0,online,8,Science,1,Robotics Innovative Learning,4
student 9621,94433,Robotics,3D Designing & Modelling,Palestine,Cambridge International School Private,Female,8.0,offline,48,Technology,3,Coding for kids,5
student 9622,67479,Web Development,3D Designing & Modelling,Switzerland,Cambridge International School Private,Male,8.0,hybrid,48,Art,3,3D Designing,4
student 9623,28285,HTML Programming,3D Designing & Modelling,Canada,Cambridge International School Private,Male,8.0,hybrid,48,Mathematics,3,Technology Innovative Learning,4
student 9624,38797,Game and App Development,3D Designing & Modelling,Cameroon,Cambridge International School Private,Male,8.0,offline,24,Art,2,Game Development,5
student 9625,86982,VEX Robotics,3D Designing and Printing,India,The winchester school jabal ali,Female,10.0,online,96,Science,4,Python,4
student 9626,75083,Scratch Coding,Game Development - Microsoft Arcade,China,Cambridge International School,Female,8.0,offline,24,Music,2,Python,4
student 9627,66611,Design Thinking and Entrepreneur Program,STEM Jr,Bosnia and Herzegovina,Cambridge International School,Female,9.0,online,96,Mathematics,4,3D Designing,3
student 9628,91783,Arduino,Technology Innovative Learning,Afghanistan,"International Indian School, Jeddah",Female,10.0,hybrid,24,Mathematics,2,Graphics Designing,4
student 9629,30526,Young Game Developer,3D Designing & Modelling,Singapore,home schooling,Female,8.0,online,24,Sports,2,Technology Innovative Learning,3
student 9630,19883,Young Entrepreneur,STEM Jr,Cuba,"GEMS Cambridge School, Sharjah",Female,9.0,online,24,Sports,2,Python,5
student 9631,66932,STEM Jr,STEM Jr,India,American International School,Female,13.0,hybrid,24,Technology,2,Robotics Innovative Learning,4
student 9632,82023,Technology Innovative Learning,Game Development - Microsoft Arcade,India,The Indian High School,Male,13.0,hybrid,48,Sports,3,3D Designing,3
student 9633,55296,Drone Technology,Data Science,Uruguay,Cambridge International School,Male,10.0,offline,96,Art,4,Coding for kids,5
student 9634,21149,Robotics,Game Development - Microsoft Arcade,Pakistan,Cambridge International School,Female,10.0,offline,96,Music,4,Python,4
